ID,Name,Company,Category,Subcategory,Input Type,Output Type,Task Description,Cost,Ease of Use,Integration,Languages,Rating,Popularity,Accuracy ,Speed ,Training Domain,Link,Unnamed: 18
290.0,bubble,bubble,code,"no-code app development, web apps",user input,web application,A no-code platform for building and launching web applications without writing code.,free,2.0,web,nan,0.9199999999999999,0.5,unknown,unknown,web app development,https://bubble.io/,unknown
291.0,adalo,adalo,code,"no-code app development, mobile apps",user input,mobile/web app,A no-code platform for building native mobile and web applications with a drag-and-drop interface.,free,1.0,web,nan,0.9,0.5,unknown,unknown,mobile app development,https://www.adalo.com/,unknown
292.0,glide,glide,code,"no-code app development, data-driven apps",spreadsheet,mobile/web app,A no-code platform for creating custom apps and websites from spreadsheets and other data sources.,free,1.0,web,nan,0.96,0.5,unknown,unknown,app development from data,https://www.glideapps.com/,unknown
293.0,notion,notion,automation,"workspace, note-taking, project management",user input,"documents, databases","An all-in-one workspace for notes, tasks, wikis, and databases with collaborative features.",free,1.0,"web, desktop, mobile",nan,0.9400000000000001,0.5,unknown,unknown,productivity,https://www.notion.so/,unknown
294.0,coda,coda,automation,"document collaboration, app building",user input,"docs, apps","A collaborative document that blends text, tables, and apps into a single canvas.",free,2.0,"web, mobile app",nan,0.9400000000000001,0.5,unknown,unknown,document collaboration,https://coda.io/,unknown
295.0,airtable,airtable,automation,"low-code database, app building, workflow",user input,"databases, apps",A low-code platform for building collaborative applications with a spreadsheet-like database.,free,1.0,"web, mobile app",nan,0.9199999999999999,0.5,unknown,unknown,database & app building,https://www.airtable.com/,unknown
296.0,clickup,clickup,automation,"project management, productivity, collaboration",user input,"tasks, docs, goals","A productivity platform that provides a centralized hub for tasks, docs, chat, and goals.",free,2.0,"web, mobile, desktop",nan,0.9400000000000001,0.5,unknown,unknown,project management,https://clickup.com/,unknown
297.0,monday.com,monday.com,automation,"work os, project management, workflow",user input,"workflows, boards",A Work Operating System (Work OS) that allows teams to create custom workflows and manage projects.,unknown,2.0,"web, mobile app",nan,0.9400000000000001,0.5,unknown,unknown,work management,https://monday.com/,unknown
298.0,asana,asana,automation,"work management, project planning, task",user input,"projects, tasks","A work management platform that helps teams organize, track, and manage their work.",free,1.0,"web, mobile app",nan,0.9,0.5,unknown,unknown,work management,https://asana.com/,unknown
299.0,smartsheet,smartsheet,automation,"work management, collaboration, automation",user input,"sheets, reports","A dynamic workspace that empowers teams to manage projects, automate workflows, and build new solutions.",unknown,2.0,"web, mobile app",nan,0.9,0.5,unknown,unknown,work management,https://www.smartsheet.com/,unknown
300.0,wrike,citrix,automation,"project management, collaboration, psa",user input,"projects, tasks","A versatile work management platform for project management, collaboration, and professional services automation.",free,2.0,"web, mobile app",nan,0.86,0.5,unknown,unknown,project management,https://www.wrike.com/,unknown
301.0,hive,hive,automation,"project management, collaboration, analytics",user input,"projects, tasks",A project management and collaboration platform that helps teams move faster and work together.,unknown,2.0,"web, desktop, mobile",nan,0.9199999999999999,0.5,unknown,unknown,project management,https://hive.com/,unknown
302.0,teamwork,teamwork,automation,"project management, client work, team collab",user input,"projects, tasks","A project management platform designed for client work, helping teams manage projects and billing.",unknown,2.0,"web, mobile app",nan,0.9,0.5,unknown,unknown,client project management,https://www.teamwork.com/,unknown
303.0,basecamp,37signals,automation,"project management, team communication",user input,"projects, to-dos",A project management and team communication tool that brings everything a team needs into one place.,unknown,1.0,"web, mobile app",nan,0.8400000000000001,0.5,unknown,unknown,team collaboration,https://basecamp.com/,unknown
304.0,podio,citrix,automation,"work management, app building, collaboration",user input,"apps, workflows",A flexible and customizable work management solution for creating apps and automating workflows.,free,2.0,"web, mobile app",nan,0.8400000000000001,0.5,unknown,unknown,customizable workflows,https://podio.com/,unknown
305.0,zoho projects,zoho,automation,"project management, task automation",user input,"projects, tasks","An online project management tool that helps teams plan, track, and collaborate on projects.",free,2.0,"web, mobile app",nan,0.86,0.5,unknown,unknown,project management,https://www.zoho.com/projects/,unknown
306.0,kantata,kantata,automation,"professional services automation (psa), resource mgt",user input,"projects, resources","A professional services automation software for managing resources, financials, and projects.",unknown,4.0,web,nan,0.8800000000000001,0.5,unknown,unknown,professional services,https://www.kantata.com/,unknown
308.0,monte carlo,monte carlo,data,"data observability, anomaly detection","metadata, sql logs, data","alerts, analytics","A data reliability platform that uses machine learning to monitor data pipelines and warehouses. It automatically detects data quality issues like schema changes, freshness anomalies, and distribution outliers, reducing data downtime.",unknown,4.0,"api, web",sql,0.9400000000000001,0.5,95%,Fast,data engineering logs,https://www.montecarlodata.com/,unknown
309.0,great expectations,gx,data,"data validation, data quality, testing","dataset, code","data docs, validation results","An open-source tool for data validation and profiling. It allows teams to define ""expectations"" (assertions) about their data, which are then used to automatically test data quality, generate documentation, and prevent bad data from entering pipelines.",open-source,3.0,library (python),"python, sql",0.96,0.5,99%,Fast,data schemas,https://greatexpectations.io/,unknown
310.0,dvc (data version control),iterative.ai,code,"data versioning, ml experiment tracking","files, data, code",versioned data,"An open-source version control system for machine learning projects. It works alongside Git to manage large datasets, models, and metrics, making ML experiments reproducible and shareable without checking large files into Git.",open-source,3.0,"cli, library","python, git",0.9800000000000001,0.5,99%,Varies,file system,https://dvc.org/,unknown
311.0,mlflow,linux foundation,code,"ml lifecycle management, experiment tracking","code, data, models","models, analytics","An open-source platform to manage the complete machine learning lifecycle. It includes tools for tracking experiments, packaging code into reproducible runs, and sharing and deploying models from various ML libraries.",open-source,3.0,"library, cli, api","python, r, java",0.96,0.5,unknown,Varies,machine learning,https://mlflow.org/,unknown
312.0,kubeflow,"google, etc.",automation,"mlops, kubernetes for ml, pipeline orchestration","code, containers",deployed models,"The machine learning toolkit for Kubernetes. It provides a platform to deploy, scale, and manage complex ML pipelines on Kubernetes, allowing data scientists to focus on models while leveraging scalable infrastructure.",open-source,4.0,kubernetes,python,0.9199999999999999,0.5,unknown,Varies,kubernetes,https://www.kubeflow.org/,unknown
313.0,arize ai,arize ai,data,"ml observability, model monitoring","model predictions, data","alerts, dashboards","An ML observability and model monitoring platform that helps teams detect issues, troubleshoot problems, and improve the performance of production AI. It tracks model drift, data quality, and prediction performance.",free,4.0,"api, sdk",python,0.9400000000000001,0.5,95%,Fast,ml model predictions,https://arize.com/,unknown
314.0,tecton,tecton,data,"feature store for ml, feature engineering","data, code",ml features,"An enterprise-ready feature store for machine learning. It helps organizations build, serve, and manage features for real-time ML models, ensuring consistency between training and serving and reducing feature engineering time.",unknown,4.0,"api, sdk","python, sql",0.9199999999999999,0.5,99%,Fast,machine learning features,https://www.tecton.ai/,unknown
315.0,sonarqube,sonarsource,code,"static code analysis, code quality, security",code repository,code analysis report,"A platform for continuous inspection of code quality and security. It automatically reviews code to detect bugs, vulnerabilities, and code smells, providing detailed reports to help developers write better and more secure code.",free,3.0,"web, plugin",multilingual,0.9400000000000001,0.5,90%,Medium,software development,https://www.sonarsource.com/products/sonarqube/,unknown
316.0,gitguardian,gitguardian,code,"secrets detection, code security",code repository,security alerts,A code security platform specializing in automated secrets detection and remediation. It scans Git repositories and CI/CD pipelines in real-time to find hardcoded credentials like API keys and database passwords.,free,3.0,"api, web, plugin",multilingual,0.96,0.5,98%,Fast,code repositories,https://www.gitguardian.com/,unknown
317.0,launchdarkly,launchdarkly,automation,"feature management, a/b testing, release management","code, user segments",feature flags,"A feature management platform that allows software teams to control the entire feature lifecycle. It uses feature flags to release new features to specific user segments, run A/B tests, and perform controlled rollouts.",unknown,3.0,"api, sdk",multilingual,0.9400000000000001,0.5,99.90%,Fast,application logic,https://launchdarkly.com/,unknown
318.0,circleci,circleci,automation,continuous integration/delivery (ci/cd),code repository,software build/deployment,"A CI/CD platform that automates the build, test, and deployment of software. It helps development teams release code rapidly and reliably by automating every step of the development pipeline.",free,3.0,"web, cli",yaml,0.9199999999999999,0.5,unknown,Fast,devops,https://circleci.com/,unknown
